,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,,,
01227700,NEW YORK CHIROPRACTIC COLLEGE,NY,13148,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 324 , 332 ," $8,339,196.00 ", 332 ," $4,210,127.00 ", -   , -   , $-   , -   , $-   , 36 , 40 ," $291,582.00 ", 40 ," $155,946.00 ",,13148
01229300,VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING,NY,11801,Public, 1 , 1 ," $1,050.00 ", 2 ," $1,050.00 ", 1 , 1 , $467.00 , 2 , $467.00 , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,11801
01229500,JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL,ND,58504,Proprietary, 3 , 3 ," $10,182.00 ", 3 ," $5,144.00 ", 2 , 2 ," $5,262.00 ", 2 ," $3,070.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,58504
01230000,PALMER COLLEGE OF CHIROPRACTIC,IA,52803,Private-Nonprofit, 15 , 15 ," $45,936.00 ", 15 ," $28,600.00 ", 19 , 20 ," $84,461.00 ", 20 ," $52,863.00 ", 854 , 881 ," $25,138,485.00 ", 970 ," $12,380,415.00 ", 1 , 1 ," $8,061.00 ", 1 ," $8,061.00 ", 776 ," 1,004 "," $10,429,820.00 "," 1,123 "," $3,885,480.00 ",,52803
01230900,UNIVERSITY OF WESTERN STATES,OR,97230,Private-Nonprofit, 53 , 53 ," $107,795.00 ", 65 ," $64,613.00 ", 57 , 57 ," $237,421.00 ", 69 ," $130,762.00 ", 396 , 461 ," $9,866,255.00 ", 628 ," $6,415,540.00 ", 1 , 1 ," $12,196.00 ", 1 ," $6,098.00 ", 222 , 329 ," $2,150,157.00 ", 414 ," $1,504,535.00 ",,97230
01231500,CORNISH COLLEGE OF THE ARTS,WA,98121,Private-Nonprofit, 454 , 464 ," $2,017,502.00 ", 464 ," $1,041,144.00 ", 484 , 523 ," $1,748,325.00 ", 523 ," $916,774.00 ", -   , -   , $-   , -   , $-   , 167 , 172 ," $3,552,347.00 ", 172 ," $1,855,065.00 ", -   , -   , $-   , -   , $-   ,,98121
01232800,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,MN,55431,Private-Nonprofit, 61 , 61 ," $210,393.00 ", 61 ," $131,909.00 ", 55 , 55 ," $267,117.00 ", 55 ," $170,102.00 ", 327 , 336 ," $9,225,695.00 ", 336 ," $4,759,399.00 ", 2 , 2 ," $30,302.00 ", 2 ," $19,802.00 ", 118 , 123 ," $370,129.00 ", 123 ," $200,289.00 ",,55431
01234700,PHAGANS' CENTRAL OREGON BEAUTY COLLEGE,OR,97701,Proprietary, 10 , 10 ," $27,592.00 ", 14 ," $9,455.00 ", 6 , 6 ," $17,104.00 ", 8 ," $6,453.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,97701
01234800,PHAGANS' BEAUTY COLLEGE,OR,97333,Proprietary, 4 , 4 ," $13,395.00 ", 7 ," $5,790.00 ", 3 , 3 ," $7,222.00 ", 4 ," $2,593.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,97333
01235000,PHAGANS' SCHOOL OF HAIR DESIGN,OR,97086,Proprietary, 25 , 25 ," $82,331.00 ", 26 ," $46,370.00 ", 22 , 22 ," $83,128.00 ", 22 ," $46,015.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $8,791.00 ", 1 ," $4,396.00 ", -   , -   , $-   , -   , $-   ,,97086
01235100,PHAGANS' SCHOOL OF BEAUTY,OR,97301,Proprietary, 4 , 4 ," $8,576.00 ", 5 ," $4,976.00 ", 3 , 3 ," $10,500.00 ", 4 ," $6,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,97301
01235800,PLAZA COLLEGE,NY,11375,Proprietary, 1 , 1 ," $1,750.00 ", 1 , $934.00 , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,11375
01236200,NORTHWESTERN COLLEGE,IL,60630,Proprietary, 276 , 276 ," $926,279.00 ", 277 ," $368,219.00 ", 280 , 280 ," $1,323,728.00 ", 281 ," $529,950.00 ", -   , -   , $-   , -   , $-   , 11 , 11 ," $73,544.00 ", 11 ," $25,681.00 ", -   , -   , $-   , -   , $-   ,,60630
01236400,ST. PAUL'S SCHOOL OF NURSING,NY,11374,Proprietary, 278 , 279 ," $967,664.00 ", 279 ," $485,442.00 ", 281 , 281 ," $1,308,569.00 ", 281 ," $662,824.00 ", -   , -   , $-   , -   , $-   , 13 , 13 ," $89,740.00 ", 13 ," $40,129.00 ", -   , -   , $-   , -   , $-   ,,11374
01239300,THOMAS JEFFERSON UNIVERSITY,PA,19107,Private-Nonprofit, 333 , 333 ," $1,629,973.00 ", 333 ," $858,711.00 ", 321 , 321 ," $1,721,392.00 ", 321 ," $908,977.00 "," 1,220 "," 1,220 "," $39,245,559.00 "," 1,220 "," $19,915,644.00 ", 41 , 41 ," $1,153,030.00 ", 41 ," $609,475.00 ", 548 , 548 ," $13,089,044.00 ", 549 ," $6,687,211.00 ",,19107
01242100,UNIVERSITY OF AUCKLAND (THE),,1142,Foreign-Public, 2 , 2 ," $10,000.00 ", 2 ," $5,000.00 ", 3 , 3 ," $15,500.00 ", 3 ," $7,750.00 ", 12 , 12 ," $210,424.00 ", 12 ," $101,438.00 ", 2 , 2 ," $53,670.00 ", 2 ," $26,835.00 ", 8 , 8 ," $135,129.00 ", 8 ," $68,545.00 ",,1142
01242500,STONE ACADEMY,CT,65164,Proprietary, 153 , 153 ," $538,763.00 ", 156 ," $256,709.00 ", 136 , 136 ," $512,414.00 ", 140 ," $252,447.00 ", -   , -   , $-   , -   , $-   , 13 , 13 ," $53,735.00 ", 13 ," $25,027.00 ", -   , -   , $-   , -   , $-   ,,65164
01245200,EVERGREEN VALLEY COLLEGE,CA,95135,Public, 23 , 23 ," $85,250.00 ", 23 ," $44,875.00 ", 19 , 19 ," $93,000.00 ", 19 ," $49,500.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,95135
01246100,LINCOLN TECHNICAL INSTITUTE,NJ,88301,Proprietary," 1,108 "," 1,114 "," $2,884,210.00 "," 1,416 "," $1,645,773.00 "," 1,109 "," 1,301 "," $3,633,946.00 "," 1,649 "," $2,032,332.00 ", -   , -   , $-   , -   , $-   , 215 , 217 ," $985,605.00 ", 271 ," $551,672.00 ", -   , -   , $-   , -   , $-   ,,88301
01246200,EASTWICK COLLEGE - HACKENSACK CAMPUS.,NJ,76017,Proprietary, 122 , 122 ," $372,435.00 ", 128 ," $152,662.00 ", 112 , 112 ," $452,983.00 ", 116 ," $183,334.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $24,086.00 ", 3 ," $8,028.00 ", -   , -   , $-   , -   , $-   ,,76017
01248300,PAUL MITCHELL THE SCHOOL DALLAS,TX,75006,Proprietary, 101 , 101 ," $310,770.00 ", 102 ," $166,959.00 ", 105 , 105 ," $355,735.00 ", 108 ," $190,665.00 ", -   , -   , $-   , -   , $-   , 21 , 21 ," $134,144.00 ", 21 ," $69,571.00 ", -   , -   , $-   , -   , $-   ,,75006
01249600,TONI & GUY HAIRDRESSING ACADEMY,WA,98133,Proprietary, 15 , 15 ," $43,690.00 ", 17 ," $24,102.00 ", 14 , 14 ," $59,276.00 ", 16 ," $36,332.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $2,786.00 ", 1 ," $1,393.00 ", -   , -   , $-   , -   , $-   ,,98133
01250000,RANKEN TECHNICAL COLLEGE,MO,63113,Private-Nonprofit, 277 , 277 ," $915,440.00 ", 277 ," $473,548.00 ", 272 , 300 ," $854,378.00 ", 300 ," $445,696.00 ", -   , -   , $-   , -   , $-   , 53 , 53 ," $346,191.00 ", 53 ," $174,436.00 ", -   , -   , $-   , -   , $-   ,,63113
01252500,CARIBBEAN UNIVERSITY,PR,96004,Private-Nonprofit, 805 , 805 ," $3,411,339.00 ", 806 ," $1,796,775.00 ", 218 , 218 ," $855,735.00 ", 218 ," $424,651.00 ", 422 , 422 ," $3,203,134.00 ", 422 ," $1,075,008.00 ", 22 , 22 ," $85,200.00 ", 22 ," $42,600.00 ", -   , -   , $-   , -   , $-   ,,96004
01254000,UNIVERSIDAD DE NAVARRA,,31009,Foreign-Private, 3 , 3 ," $13,500.00 ", 3 ," $6,750.00 ", 5 , 5 ," $22,000.00 ", 5 ," $11,000.00 ", 10 , 10 ," $177,850.00 ", 10 ," $95,850.00 ", 3 , 3 ," $37,950.00 ", 3 ," $18,975.00 ", 2 , 2 ," $49,700.00 ", 2 ," $24,850.00 ",,31009
01256100,FIVE TOWNS COLLEGE,NY,11746,Proprietary, 352 , 357 ," $1,505,089.00 ", 359 ," $776,492.00 ", 340 , 382 ," $1,158,732.00 ", 384 ," $596,073.00 ", 7 , 7 ," $87,832.00 ", 7 ," $45,865.00 ", 108 , 108 ," $1,524,792.00 ", 110 ," $753,081.00 ", -   , -   , $-   , -   , $-   ,,11746
01257300,WEST VIRGINIA UNIVERSITY HOSPITALS,WV,26506,Private-Nonprofit, 7 , 7 ," $26,976.00 ", 7 ," $13,488.00 ", 9 , 10 ," $46,561.00 ", 10 ," $23,281.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,26506
01257400,RINGLING COLLEGE OF ART & DESIGN,FL,34234,Private-Nonprofit, 657 , 657 ," $2,902,478.00 ", 657 ," $1,481,214.00 ", 658 , 658 ," $1,999,311.00 ", 658 ," $1,032,142.00 ", -   , -   , $-   , -   , $-   , 328 , 329 ," $10,184,455.00 ", 329 ," $5,215,275.00 ", -   , -   , $-   , -   , $-   ,,34234
01258000,SAINT LOUIS CHRISTIAN COLLEGE,MO,63033,Private-Nonprofit, 89 , 89 ," $339,855.00 ", 90 ," $158,622.00 ", 91 , 93 ," $470,721.00 ", 94 ," $197,047.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $13,475.00 ", 2 ," $6,738.00 ", -   , -   , $-   , -   , $-   ,,63033
01258400,ILLINOIS INSTITUTE OF ART (THE),IL,60654,Proprietary, 935 , 973 ," $3,124,688.00 "," 1,645 "," $2,038,705.00 ", 940 , 993 ," $3,571,750.00 "," 1,648 "," $2,379,735.00 ", -   , -   , $-   , -   , $-   , 150 , 156 ," $1,528,982.00 ", 272 ," $977,898.00 ", -   , -   , $-   , -   , $-   ,,60654
01258600,METROPOLITAN COMMUNITY COLLEGE,NE,68111,Public, 3 , 3 ," $3,628.00 ", 3 ," $1,081.00 ", 5 , 5 ," $7,163.00 ", 5 ," $1,673.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,68111
01260600,EMPIRE BEAUTY SCHOOL,PA,17901,Proprietary, 165 , 165 ," $421,775.00 ", 193 ," $260,994.00 ", 160 , 161 ," $543,509.00 ", 189 ," $314,153.00 ", -   , -   , $-   , -   , $-   , 18 , 18 ," $76,792.00 ", 20 ," $51,410.00 ", -   , -   , $-   , -   , $-   ,,17901
01262700,THOMAS M. COOLEY LAW SCHOOL,MI,48933,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 966 , 978 ," $13,777,986.00 ", 978 ," $9,270,822.00 ", -   , -   , $-   , -   , $-   , 702 , 852 ," $11,773,380.00 ", 852 ," $8,364,381.00 ",,48933
01265000,MARINELLO SCHOOL OF BEAUTY,CA,91502,Proprietary, 75 , 75 ," $185,195.00 ", 79 ," $120,635.00 ", 69 , 69 ," $168,103.00 ", 75 ," $109,778.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $26,944.00 ", 8 ," $18,250.00 ", -   , -   , $-   , -   , $-   ,,91502
01267000,BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY,CO,80247,Proprietary, 48 , 48 ," $174,747.00 ", 48 ," $69,333.00 ", 49 , 49 ," $224,265.00 ", 49 ," $86,369.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $34,137.00 ", 2 ," $9,814.00 ", -   , -   , $-   , -   , $-   ,,80247
01267200,CAROUSEL BEAUTY COLLEGE,OH,45044,Proprietary, 1 , 1 ," $3,500.00 ", 1 ," $1,750.00 ", 1 , 1 , $625.00 , 1 , $313.00 , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,45044
01269300,PELLISSIPPI STATE COMMUNITY COLLEGE,TN,37933,Public, 950 , 985 ," $2,604,563.00 ", 986 ," $1,481,523.00 ", 838 , 891 ," $2,650,566.00 ", 893 ," $1,518,490.00 ", -   , -   , $-   , -   , $-   , 16 , 16 ," $67,423.00 ", 16 ," $41,707.00 ", -   , -   , $-   , -   , $-   ,,37933
01274400,SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS,VA,23834,Proprietary, 35 , 35 ," $95,077.00 ", 35 ," $47,362.00 ", 61 , 111 ," $221,070.00 ", 111 ," $140,133.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,23834
01275000,EDISON STATE COMMUNITY COLLEGE,OH,45356,Public, 373 , 373 ," $1,129,979.00 ", 373 ," $632,684.00 ", 362 , 366 ," $1,487,270.00 ", 366 ," $829,986.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $23,559.00 ", 3 ," $11,780.00 ", -   , -   , $-   , -   , $-   ,,45356
01276400,METROPLEX BEAUTY SCHOOL,TX,75149,Proprietary, 4 , 4 ," $8,750.00 ", 5 ," $5,834.00 ", 4 , 4 ," $15,000.00 ", 5 ," $10,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,75149
01276600,"NATIONAL UNIVERSITY OF IRELAND, GALWAY",,0,Foreign-Public, 13 , 13 ," $54,339.00 ", 13 ," $27,170.00 ", 16 , 16 ," $49,000.00 ", 16 ," $24,500.00 ", 47 , 47 ," $904,481.00 ", 47 ," $452,745.00 ", 9 , 9 ," $240,202.00 ", 9 ," $120,101.00 ", 25 , 25 ," $425,782.00 ", 25 ," $217,006.00 ",,0
01278300,OSWEGO COUNTY BOCES,NY,13114,Public, 23 , 23 ," $80,500.00 ", 23 ," $39,295.00 ", 26 , 29 ," $127,802.00 ", 29 ," $61,815.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,13114
01280200,PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA,,,Foreign-Private, 86 , 86 ," $388,551.00 ", 87 ," $201,290.00 ", 75 , 75 ," $219,573.00 ", 76 ," $117,816.00 ", 8 , 8 ," $98,498.00 ", 13 ," $74,991.00 ", 3 , 3 ," $15,205.00 ", 3 ," $7,603.00 ", -   , -   , $-   , -   , $-   ,,
01280300,DOMINICAN HOUSE OF STUDIES,DC,20017,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 4 , 4 ," $69,750.00 ", 4 ," $39,000.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $32,300.00 ", 2 ," $16,150.00 ",,20017
01281100,INSTITUTO TECNOLOGICO DE SANTO DOMINGO,,,Foreign-Private, 2 , 2 ," $6,333.00 ", 2 ," $3,333.00 ", 2 , 2 ," $16,665.00 ", 2 ," $4,333.00 ", 4 , 4 ," $82,000.00 ", 4 ," $27,332.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $20,500.00 ", 1 ," $6,833.00 ",,
01281300,JOHN WOOD COMMUNITY COLLEGE,IL,62305,Public, 370 , 383 ," $970,155.00 ", 383 ," $316,958.00 ", 314 , 332 ," $836,377.00 ", 332 ," $266,753.00 ", -   , -   , $-   , -   , $-   , 11 , 11 ," $48,040.00 ", 11 ," $14,232.00 ", -   , -   , $-   , -   , $-   ,,62305
01282300,PAT GOINS RUSTON BEAUTY SCHOOL,LA,71270,Proprietary, 2 , 2 ," $7,000.00 ", 2 ," $3,500.00 ", 2 , 2 ," $8,000.00 ", 2 ," $4,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,71270
01284800,MOLER HOLLYWOOD BEAUTY ACADEMY,OH,45213,Proprietary, 7 , 7 ," $22,353.00 ", 7 ," $11,788.00 ", 6 , 6 ," $19,785.00 ", 6 ," $9,892.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,45213
01285000,INTERNATIONAL SALON AND SPA ACADEMY,CO,80918,Proprietary, 25 , 25 ," $59,730.00 ", 26 ," $37,524.00 ", 21 , 21 ," $52,659.00 ", 23 ," $35,638.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $4,150.00 ", 1 ," $2,650.00 ", -   , -   , $-   , -   , $-   ,,80918
01287000,SOUTHERN STATE COMMUNITY COLLEGE,OH,45133,Public, 457 , 457 ," $1,334,629.00 ", 457 ," $759,690.00 ", 407 , 407 ," $1,201,051.00 ", 407 ," $631,950.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,45133
01287900,PAT GOINS BENTON ROAD BEAUTY SCHOOL,LA,71111,Proprietary, 6 , 6 ," $14,071.00 ", 6 ," $9,332.00 ", 7 , 7 ," $13,666.00 ", 7 ," $10,666.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,71111
01288000,CELEBRITY STYLIST BEAUTY SCHOOL,LA,71201,Proprietary, 2 , 2 ," $5,000.00 ", 2 ," $3,250.00 ", 2 , 2 ," $4,000.00 ", 2 ," $3,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,71201
01288100,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,14204,Public, 19 , 19 ," $66,500.00 ", 19 ," $33,250.00 ", 20 , 20 ," $111,500.00 ", 20 ," $55,750.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,14204
01289100,ANTONELLI COLLEGE,OH,45202,Proprietary, 447 , 452 ," $1,453,853.00 ", 478 ," $752,843.00 ", 409 , 414 ," $2,006,233.00 ", 441 ," $1,027,531.00 ", -   , -   , $-   , -   , $-   , 36 , 37 ," $274,060.00 ", 37 ," $136,602.00 ", -   , -   , $-   , -   , $-   ,,45202
01289600,VIRGINIA MARTI COLLEGE OF ART AND DESIGN,OH,44107,Proprietary, 46 , 46 ," $157,040.00 ", 78 ," $99,602.00 ", 45 , 46 ," $185,562.00 ", 78 ," $125,846.00 ", -   , -   , $-   , -   , $-   , 10 , 10 ," $73,030.00 ", 17 ," $49,697.00 ", -   , -   , $-   , -   , $-   ,,44107
01291200,MTI COLLEGE,CA,95841,Proprietary, 73 , 73 ," $200,672.00 ", 80 ," $110,861.00 ", 71 , 72 ," $281,431.00 ", 79 ," $149,392.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $38,258.00 ", 4 ," $18,283.00 ", -   , -   , $-   , -   , $-   ,,95841
01292900,SOUTH HILLS BEAUTY ACADEMY,PA,15216,Proprietary, 6 , 6 ," $11,650.00 ", 12 ," $9,900.00 ", 6 , 6 ," $14,532.00 ", 13 ," $11,532.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $3,852.00 ", 2 ," $3,852.00 ", -   , -   , $-   , -   , $-   ,,15216
01293000,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,77802,Proprietary, 6 , 6 ," $21,000.00 ", 6 ," $10,500.00 ", 6 , 7 ," $28,000.00 ", 7 ," $14,000.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $8,894.00 ", 1 ," $4,447.00 ", -   , -   , $-   , -   , $-   ,,77802
01293200,TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,75061,Proprietary, 15 , 15 ," $42,167.00 ", 16 ," $24,022.00 ", 15 , 15 ," $47,956.00 ", 18 ," $26,847.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,75061
01294800,ROB ROY ACADEMY,MA,27215,Proprietary, 7 , 7 ," $20,077.00 ", 7 ," $11,375.00 ", 7 , 7 ," $30,562.00 ", 7 ," $11,687.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $7,865.00 ", 1 ," $3,932.00 ", -   , -   , $-   , -   , $-   ,,27215
01297800,UNIVERSITY OF HUDDERSFIELD (THE),,,Foreign-Public, 2 , 2 ," $10,000.00 ", 2 ," $3,333.00 ", 4 , 4 ," $14,000.00 ", 4 ," $4,000.00 ", 2 , 2 ," $41,000.00 ", 2 ," $13,666.00 ", 1 , 1 ," $12,000.00 ", 1 ," $4,000.00 ", -   , -   , $-   , -   , $-   ,,
01298400,PROFESSIONAL INSTITUTE OF BEAUTY,CA,91731,Proprietary, 7 , 7 ," $13,325.00 ", 7 ," $6,921.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,91731
01298900,OCEANSIDE COLLEGE OF BEAUTY,CA,92054,Proprietary, 6 , 6 ," $17,915.00 ", 6 ," $8,958.00 ", 4 , 4 ," $19,665.00 ", 4 ," $9,833.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,92054
01300500,OLYMPIAN ACADEMY OF COSMETOLOGY,NM,88310,Proprietary, 180 , 180 ," $524,543.00 ", 184 ," $282,462.00 ", 151 , 154 ," $577,337.00 ", 159 ," $304,719.00 ", -   , -   , $-   , -   , $-   , 10 , 10 ," $39,593.00 ", 10 ," $20,355.00 ", -   , -   , $-   , -   , $-   ,,88310
01300600,LA'JAMES INTERNATIONAL COLLEGE,IA,50613,Proprietary, 1 , 1 ," $3,500.00 ", 1 ," $1,750.00 ", 1 , 1 ," $2,000.00 ", 1 ," $1,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,50613
01300700,NAZARENE BIBLE COLLEGE,CO,80910,Private-Nonprofit, 160 , 160 ," $622,683.00 ", 160 ," $226,809.00 ", 169 , 169 ," $1,011,616.00 ", 169 ," $369,016.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,80910
01300800,SUMMIT SALON ACADEMY - PORTLAND,OR,97223,Proprietary, 3 , 3 ," $12,500.00 ", 3 ," $6,250.00 ", 3 , 3 ," $13,360.00 ", 3 ," $7,360.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,97223
01301000,LANCASTER BEAUTY SCHOOL,CA,93534,Proprietary, 17 , 17 ," $44,692.00 ", 18 ," $23,600.00 ", 14 , 14 ," $53,280.00 ", 14 ," $26,998.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,93534
01301600,OGLE SCHOOL HAIR SKIN NAILS,TX,76013,Proprietary, 88 , 88 ," $251,632.00 ", 95 ," $137,362.00 ", 65 , 65 ," $215,741.00 ", 67 ," $113,002.00 ", -   , -   , $-   , -   , $-   , 30 , 30 ," $138,066.00 ", 30 ," $70,394.00 ", -   , -   , $-   , -   , $-   ,,76013
01302200,CITY UNIVERSITY OF SEATTLE,WA,98121,Private-Nonprofit, 188 , 196 ," $655,667.00 ", 196 ," $226,157.00 ", 189 , 193 ," $904,314.00 ", 193 ," $315,641.00 ", 375 , 383 ," $5,889,721.00 ", 383 ," $1,901,792.00 ", 2 , 2 ," $47,564.00 ", 2 ," $11,891.00 ", 30 , 30 ," $397,725.00 ", 30 ," $129,125.00 ",,98121
01303900,SOUTH UNIVERSITY,GA,31406,Proprietary," 2,148 "," 2,167 "," $6,565,607.00 "," 2,797 "," $3,790,314.00 "," 2,069 "," 2,115 "," $9,060,948.00 "," 2,727 "," $5,131,938.00 ", 924 ," 1,040 "," $17,204,872.00 "," 1,068 "," $7,749,514.00 ", 214 , 215 ," $2,087,816.00 ", 364 ," $1,334,585.00 ", 147 , 148 ," $2,531,583.00 ", 151 ," $868,203.00 ",,31406
01307400,AMERICAN BEAUTY COLLEGE,CA,91790,Proprietary, 1 , 1 ," $1,596.00 ", 1 , $798.00 , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,91790
01308800,CAPRI OAK FOREST BEAUTY COLLEGE,IL,60452,Proprietary, 23 , 23 ," $73,171.00 ", 24 ," $36,370.00 ", 22 , 22 ," $84,167.00 ", 24 ," $41,863.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $44,832.00 ", 4 ," $20,622.00 ", -   , -   , $-   , -   , $-   ,,60452
01309500,SALON SUCCESS ACADEMY,CA,92881,Proprietary, 79 , 79 ," $246,894.00 ", 98 ," $143,006.00 ", 79 , 79 ," $268,462.00 ", 108 ," $141,339.00 ", -   , -   , $-   , -   , $-   , 14 , 14 ," $43,004.00 ", 17 ," $27,710.00 ", -   , -   , $-   , -   , $-   ,,92881
01310300,CALIFORNIA WESTERN SCHOOL OF LAW,CA,92101,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 359 , 372 ," $6,833,323.00 ", 372 ," $3,839,452.00 ", -   , -   , $-   , -   , $-   , 304 , 340 ," $6,908,585.00 ", 340 ," $3,772,856.00 ",,92101
01313200,INTERNATIONAL COLLEGE OF BROADCASTING,OH,45431,Proprietary, 32 , 32 ," $106,744.00 ", 35 ," $60,994.00 ", 29 , 29 ," $131,228.00 ", 33 ," $74,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,45431
01318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,30513,Proprietary, 8 , 8 ," $23,900.00 ", 9 ," $13,186.00 ", 8 , 8 ," $14,765.00 ", 10 ," $9,665.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $18,225.00 ", 2 ," $9,112.00 ", -   , -   , $-   , -   , $-   ,,30513
01320800,BAPTIST BIBLE COLLEGE,MO,65803,Private-Nonprofit, 56 , 56 ," $219,264.00 ", 56 ," $127,779.00 ", 47 , 47 ," $152,686.00 ", 47 ," $87,567.00 ", 5 , 5 ," $56,005.00 ", 5 ," $30,620.00 ", 8 , 8 ," $46,045.00 ", 8 ," $23,448.00 ", -   , -   , $-   , -   , $-   ,,65803
01321400,ROXBOROUGH MEMORIAL HOSPITAL,PA,19128,Proprietary, 101 , 101 ," $371,700.00 ", 101 ," $188,580.00 ", 117 , 117 ," $630,233.00 ", 117 ," $324,012.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $35,000.00 ", 4 ," $19,500.00 ", -   , -   , $-   , -   , $-   ,,19128
