,,,,, DL SUBSIDIZED- UNDERGRADUATE ,,,,, DL SUBSIDIZED- GRADUATE ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00242200,MISSISSIPPI UNIVERSITY FOR WOMEN,MS,39701,PUBLIC," 1,044 "," 1,074 "," $4,189,200.00 ","1,074"," $2,231,865.00 ", 81 , 82 ," $563,113.00 ",82," $306,072.00 "," 1,055 "," 1,132 "," $4,490,672.00 ","1,132"," $2,408,725.00 ", 83 , 87 ," $654,950.00 ",87," $344,336.00 ", 63 , 65 ," $269,385.00 ",65," $142,295.00 ", 5 , 5 ," $18,624.00 ",5," $9,801.00 "
00242300,MISSISSIPPI STATE UNIVERSITY,MS,39762,PUBLIC," 4,979 "," 5,049 "," $19,909,014.00 ","5,049"," $11,006,809.00 "," 1,016 "," 1,034 "," $7,122,963.00 ","1,034"," $3,910,269.00 "," 5,501 "," 5,850 "," $22,193,071.00 ","5,850"," $12,420,700.00 ", 894 , 917 ," $12,100,475.00 ",917," $6,373,374.00 ", 683 , 708 ," $6,149,003.00 ",708," $3,304,288.00 ", 93 , 94 ," $1,198,982.00 ",94," $607,437.00 "
00242400,MISSISSIPPI VALLEY STATE UNIVERSITY,MS,38941,PUBLIC," 1,258 "," 1,264 "," $5,042,480.00 ","1,264"," $2,671,153.00 ", 251 , 252 ," $1,954,854.00 ",252," $1,022,651.00 "," 1,237 "," 1,260 "," $5,080,724.00 ","1,260"," $2,722,910.00 ", 253 , 253 ," $2,030,693.00 ",253," $1,055,812.00 ", 39 , 39 ," $204,668.00 ",39," $107,779.00 ", -   , -   , $-   ,0, $-   
00242600,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,MS,38829,PUBLIC, 543 , 561 ," $1,801,421.00 ",561," $902,439.00 ", 1 , 1 ," $3,000.00 ",1," $1,500.00 ", 348 , 380 ," $847,062.00 ",380," $422,898.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00242700,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,38668,PUBLIC," 1,129 "," 1,135 "," $2,636,493.00 ","1,135"," $1,771,792.00 ", -   , -   , $-   ,0, $-   , 763 , 769 ," $1,820,537.00 ",769," $1,123,668.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $21,800.00 ",4," $10,900.00 ", -   , -   , $-   ,0, $-   
00243000,PEARL RIVER COMMUNITY COLLEGE,MS,39470,PUBLIC, 132 , 132 ," $421,882.00 ",132," $212,135.00 ", -   , -   , $-   ,0, $-   , 89 , 89 ," $304,535.00 ",89," $146,189.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00243300,RUST COLLEGE,MS,38635,PRIVATE, 198 , 198 ," $807,849.00 ",198," $419,987.00 ", -   , -   , $-   ,0, $-   , 96 , 96 ," $230,765.00 ",96," $120,591.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00243900,TOUGALOO COLLEGE,MS,39174,PRIVATE, 601 , 601 ," $2,686,150.00 ",601," $1,386,592.00 ", 3 , 3 ," $15,646.00 ",3," $7,823.00 ", 448 , 449 ," $2,418,815.00 ",449," $1,227,368.00 ", 2 , 2 ," $15,000.00 ",2," $7,500.00 ", 96 , 96 ," $861,548.00 ",96," $450,292.00 ", -   , -   , $-   ,0, $-   
00244000,UNIVERSITY OF MISSISSIPPI,MS,38677,PUBLIC," 4,126 "," 4,178 "," $17,223,649.00 ","4,179"," $9,044,727.00 "," 1,566 "," 1,571 "," $12,548,849.00 ","1,573"," $6,566,098.00 "," 4,493 "," 4,868 "," $19,998,994.00 ","4,870"," $10,343,697.00 "," 1,297 "," 1,319 "," $18,167,493.00 ","1,321"," $9,238,803.00 "," 1,137 "," 1,160 "," $14,090,355.00 ","1,160"," $7,404,520.00 ", 306 , 317 ," $3,217,926.00 ",317," $1,669,524.00 "
00244100,UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,39406,PUBLIC," 6,094 "," 6,104 "," $24,526,349.00 ","6,156"," $13,624,780.00 "," 1,057 "," 1,058 "," $7,676,564.00 ","1,067"," $4,101,464.00 "," 6,054 "," 6,084 "," $27,038,573.00 ","6,323"," $14,889,934.00 ", 808 , 812 ," $7,785,085.00 ",828," $4,183,832.00 ", 504 , 519 ," $3,759,329.00 ",527," $2,066,677.00 ", 32 , 32 ," $333,806.00 ",32," $177,995.00 "
00244700,WILLIAM CAREY UNIVERSITY,MS,39401,PRIVATE," 1,400 "," 1,439 "," $6,170,731.00 ","1,604"," $2,239,804.00 ", 724 , 745 ," $5,328,160.00 ",865," $2,128,678.00 "," 1,376 "," 1,430 "," $7,195,773.00 ","1,599"," $2,620,771.00 ", 697 , 708 ," $9,119,070.00 ",827," $3,767,261.00 ", 39 , 40 ," $310,646.00 ",40," $103,621.00 ", 90 , 92 ," $2,147,898.00 ",93," $1,063,413.00 "
02320800,MAGNOLIA COLLEGE OF COSMETOLOGY,MS,39206,PROPRIETARY, 48 , 48 ," $129,074.00 ",59," $74,081.00 ", -   , -   , $-   ,0, $-   , 26 , 26 ," $72,497.00 ",35," $49,081.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $17,501.00 ",5," $13,750.00 ", -   , -   , $-   ,0, $-   
02516200,WESLEY BIBLICAL SEMINARY,MS,39206,PRIVATE, -   , -   , $-   ,0, $-   , 47 , 47 ," $363,024.00 ",47," $154,159.00 ", 1 , 1 ," $12,000.00 ",1," $6,000.00 ", 40 , 40 ," $384,958.00 ",40," $164,896.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03525300,BLUE CLIFF COLLEGE,MS,39503,PROPRIETARY, 134 , 135 ," $404,800.00 ",153," $177,202.00 ", -   , -   , $-   ,0, $-   , 104 , 161 ," $430,570.00 ",165," $169,322.00 ", -   , -   , $-   ,0, $-   , 8 , 8 ," $40,932.00 ",8," $16,926.00 ", -   , -   , $-   ,0, $-   
03848300,DAY SPA CAREER COLLEGE,MS,39564,PROPRIETARY, 5 , 5 ," $15,700.00 ",5," $7,850.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $4,000.00 ",2," $2,000.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $8,476.00 ",1," $4,132.00 ", -   , -   , $-   ,0, $-   
04137400,MISSISSIPPI SCHOOL OF THERAPEUTIC MASSAGE,MS,39216,PROPRIETARY, 2 , 2 ," $5,638.00 ",2," $2,820.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $19,332.00 ",4," $9,668.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04140200,"MISSISSIPPI INSTITUTE OF AESTHETICS, NAILS, & COSMETOLOGY",MS,39056,PROPRIETARY, 9 , 9 ," $20,143.00 ",11," $11,373.00 ", -   , -   , $-   ,0, $-   , 7 , 8 ," $21,943.00 ",10," $13,119.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00252600,CARROLL COLLEGE,MT,59625,PRIVATE, 642 , 642 ," $2,614,947.00 ",642," $1,382,066.00 ", -   , -   , $-   ,0, $-   , 680 , 690 ," $2,534,076.00 ",690," $1,336,824.00 ", -   , -   , $-   ,0, $-   , 174 , 174 ," $1,778,576.00 ",174," $946,820.00 ", -   , -   , $-   ,0, $-   
00252700,UNIVERSITY OF GREAT FALLS,MT,59405,PRIVATE, 455 , 459 ," $1,991,868.00 ",462," $1,025,300.00 ", 38 , 38 ," $295,773.00 ",38," $157,073.00 ", 434 , 455 ," $2,073,464.00 ",456," $1,042,224.00 ", 34 , 34 ," $341,477.00 ",34," $170,962.00 ", 69 , 72 ," $577,322.00 ",72," $295,672.00 ", 2 , 2 ," $12,000.00 ",2," $6,000.00 "
00252800,MILES COMMUNITY COLLEGE,MT,59301,PUBLIC, 180 , 182 ," $559,118.00 ",182," $324,451.00 ", -   , -   , $-   ,0, $-   , 178 , 181 ," $576,199.00 ",181," $334,921.00 ", -   , -   , $-   ,0, $-   , 5 , 5 ," $33,019.00 ",5," $15,145.00 ", -   , -   , $-   ,0, $-   
00252900,DAWSON COMMUNITY COLLEGE,MT,59330,PUBLIC, 110 , 111 ," $293,662.00 ",111," $178,063.00 ", -   , -   , $-   ,0, $-   , 114 , 114 ," $365,385.00 ",114," $226,709.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00253000,MONTANA STATE UNIVERSITY - BILLINGS,MT,59101,PUBLIC," 1,856 "," 1,884 "," $5,863,289.00 ","1,884"," $3,529,051.00 ", 180 , 184 ," $1,143,975.00 ",184," $678,925.00 "," 1,816 "," 1,902 "," $7,074,352.00 ","1,902"," $4,283,767.00 ", 143 , 150 ," $891,258.00 ",150," $511,119.00 ", 133 , 136 ," $765,640.00 ",136," $467,982.00 ", -   , -   , $-   ,0, $-   
00253100,MONTANA TECH OF THE UNIVERSITY OF MONTANA,MT,59701,PUBLIC, 794 , 801 ," $2,593,294.00 ",801," $1,427,601.00 ", 28 , 29 ," $175,569.00 ",29," $109,657.00 ", 823 , 847 ," $3,464,493.00 ",847," $1,895,630.00 ", 19 , 20 ," $142,636.00 ",20," $78,544.00 ", 90 , 90 ," $610,137.00 ",90," $338,493.00 ", 3 , 3 ," $4,069.00 ",3," $3,763.00 "
00253200,MONTANA STATE UNIVERSITY BOZEMAN,MT,59717,PUBLIC," 4,086 "," 4,183 "," $15,804,394.00 ","4,183"," $8,732,221.00 ", 442 , 444 ," $3,081,110.00 ",444," $1,690,092.00 "," 4,120 "," 4,386 "," $16,882,553.00 ","4,386"," $9,283,155.00 ", 348 , 353 ," $2,679,911.00 ",353," $1,500,186.00 ", 888 , 900 ," $9,922,798.00 ",900," $5,316,460.00 ", 38 , 43 ," $171,981.00 ",43," $92,448.00 "
00253300,MONTANA STATE UNIVERSITY - NORTHERN,MT,59501,PUBLIC, 561 , 582 ," $1,977,056.00 ",582," $1,091,426.00 ", 31 , 32 ," $185,245.00 ",32," $91,846.00 ", 262 , 313 ," $984,181.00 ",313," $559,746.00 ", 15 , 17 ," $71,980.00 ",17," $32,211.00 ", 7 , 7 ," $70,700.00 ",7," $35,350.00 ", -   , -   , $-   ,0, $-   
00253400,ROCKY MOUNTAIN COLLEGE,MT,59102,PRIVATE, 425 , 431 ," $1,663,423.00 ",431," $900,866.00 ", 38 , 38 ," $313,312.00 ",62," $189,222.00 ", 450 , 459 ," $1,638,662.00 ",459," $860,132.00 ", 37 , 37 ," $454,188.00 ",61," $272,510.00 ", 98 , 102 ," $1,073,493.00 ",104," $582,074.00 ", 27 , 27 ," $707,700.00 ",32," $361,980.00 "
00253600,UNIVERSITY OF MONTANA (THE),MT,59812,PUBLIC," 5,720 "," 5,777 "," $22,009,014.00 ","5,777"," $12,031,944.00 "," 1,088 "," 1,095 "," $8,398,649.00 ","1,095"," $4,491,396.00 "," 5,426 "," 5,577 "," $22,263,475.00 ","5,577"," $12,289,758.00 ", 879 , 902 ," $8,055,980.00 ",902," $4,239,624.00 ", 865 , 878 ," $9,532,533.00 ",878," $5,017,517.00 ", 203 , 216 ," $1,876,282.00 ",216," $979,590.00 "
00253700,UNIVERSITY OF MONTANA WESTERN (THE),MT,59725,PUBLIC, 548 , 556 ," $2,158,857.00 ",629," $1,224,663.00 ", 23 , 23 ," $91,466.00 ",28," $62,282.00 ", 512 , 531 ," $2,037,838.00 ",593," $1,167,442.00 ", 17 , 17 ," $95,991.00 ",21," $64,141.00 ", 63 , 64 ," $456,190.00 ",64," $246,475.00 ", -   , -   , $-   ,0, $-   
00677700,FLATHEAD VALLEY COMMUNITY COLLEGE,MT,59901,PUBLIC, 391 , 392 ," $1,278,424.00 ",392," $709,573.00 ", 2 , 2 ," $7,510.00 ",2," $3,755.00 ", 358 , 360 ," $1,436,392.00 ",360," $803,192.00 ", 1 , 1 ," $1,682.00 ",1, $841.00 , 1 , 1 ," $10,308.00 ",1," $5,154.00 ", -   , -   , $-   ,0, $-   
00757000,HELENA COLLEGE UNIVERSITY OF MONTANA,MT,59601,PUBLIC, 647 , 661 ," $2,129,822.00 ",662," $1,113,547.00 ", 1 , 1 ," $2,250.00 ",1," $2,250.00 ", 569 , 593 ," $2,726,798.00 ",595," $1,404,441.00 ", 2 , 2 ," $11,250.00 ",2," $7,500.00 ", 13 , 13 ," $88,391.00 ",13," $51,039.00 ", -   , -   , $-   ,0, $-   
00790000,BUTTE ACADEMY OF BEAUTY CULTURE,MT,59701,PROPRIETARY, 9 , 9 ," $31,250.00 ",9," $15,625.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $10,000.00 ",3," $5,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00931400,GREAT FALLS COLLEGE MONTANA STATE UNIVERSITY,MT,59405,PUBLIC, 828 , 834 ," $2,806,583.00 ",834," $1,305,295.00 ", -   , -   , $-   ,0, $-   , 407 , 449 ," $1,618,685.00 ",449," $827,454.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $14,856.00 ",3," $8,250.00 ", -   , -   , $-   ,0, $-   
02621300,ACADEMY OF COSMETOLOGY,MT,59715,PROPRIETARY, 3 , 3 ," $10,500.00 ",3," $5,250.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $8,000.00 ",3," $4,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03205300,MODERN BEAUTY SCHOOL,MT,59801,PROPRIETARY, 1 , 1 ," $1,443.00 ",1, $721.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03763400,"ACADEMY OF NAIL, SKIN & HAIR",MT,59101,PROPRIETARY, 10 , 10 ," $21,278.00 ",10," $11,063.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $18,164.00 ",7," $10,967.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $14,750.00 ",2," $9,875.00 ", -   , -   , $-   ,0, $-   
03778300,HEALTH WORKS INSTITUTE,MT,59715,PROPRIETARY, 10 , 10 ," $35,000.00 ",10," $17,500.00 ", -   , -   , $-   ,0, $-   , 10 , 11 ," $48,000.00 ",11," $23,725.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04163700,BITTERROOT SCHOOL OF COSMETOLOGY,MT,59840,PROPRIETARY, 1 , 1 ," $2,275.00 ",1," $1,137.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04164100,SALON PROFESSIONAL ACADEMY (THE),MT,59405,PROPRIETARY, 13 , 14 ," $42,158.00 ",14," $23,955.00 ", -   , -   , $-   ,0, $-   , 11 , 12 ," $42,169.00 ",12," $21,573.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $6,683.00 ",1," $3,342.00 ", -   , -   , $-   ,0, $-   
00290500,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY,NC,27411,PUBLIC," 5,703 "," 6,342 "," $22,741,934.00 ","6,342"," $11,840,114.00 ", 716 , 781 ," $5,095,964.00 ",783," $2,825,048.00 "," 5,680 "," 6,671 "," $18,661,537.00 ","6,671"," $9,740,146.00 ", 634 , 685 ," $4,909,093.00 ",685," $2,780,132.00 ", 750 , 831 ," $6,102,408.00 ",831," $3,138,146.00 ", 2 , 2 ," $7,083.00 ",2," $4,269.00 "
00290600,APPALACHIAN STATE UNIVERSITY,NC,28608,PUBLIC," 4,084 "," 4,152 "," $15,271,033.00 ","4,153"," $8,178,945.00 ", 788 , 799 ," $5,614,956.00 ",799," $2,987,755.00 "," 4,557 "," 4,736 "," $17,430,505.00 ","4,736"," $9,242,385.00 ", 635 , 649 ," $4,619,370.00 ",649," $2,465,041.00 "," 1,949 "," 1,963 "," $15,682,367.00 ","1,963"," $8,188,357.00 ", 5 , 5 ," $24,225.00 ",5," $13,921.00 "
00290700,UNIVERSITY OF NORTH CAROLINA  ASHEVILLE,NC,28804,PUBLIC," 1,205 "," 1,206 "," $4,566,285.00 ","1,206"," $2,494,770.00 ", 7 , 7 ," $51,130.00 ",7," $24,239.00 "," 1,202 "," 1,202 "," $4,600,811.00 ","1,202"," $2,505,385.00 ", 6 , 6 ," $47,118.00 ",6," $23,560.00 ", 91 , 91 ," $808,412.00 ",91," $417,222.00 ", -   , -   , $-   ,0, $-   
00290800,BARTON COLLEGE,NC,27893,PRIVATE, 806 , 806 ," $3,375,198.00 ",806," $1,690,621.00 ", 13 , 13 ," $61,383.00 ",13," $31,459.00 ", 824 , 824 ," $3,221,584.00 ",824," $1,581,349.00 ", 13 , 13 ," $95,492.00 ",13," $45,830.00 ", 164 , 165 ," $1,869,203.00 ",165," $980,532.00 ", -   , -   , $-   ,0, $-   
00291000,BELMONT ABBEY COLLEGE,NC,28012,PRIVATE," 1,120 "," 1,121 "," $4,860,308.00 ","1,121"," $2,538,195.00 ", -   , -   , $-   ,0, $-   ," 1,130 "," 1,263 "," $3,710,023.00 ","1,263"," $1,930,532.00 ", -   , -   , $-   ,0, $-   , 265 , 266 ," $3,106,884.00 ",266," $1,598,946.00 ", -   , -   , $-   ,0, $-   
00291100,BENNETT COLLEGE,NC,27401,PRIVATE, 531 , 533 ," $2,245,281.00 ",533," $1,139,747.00 ", -   , -   , $-   ,0, $-   , 544 , 650 ," $1,937,711.00 ",650," $993,296.00 ", -   , -   , $-   ,0, $-   , 206 , 210 ," $2,452,885.00 ",213," $1,246,479.00 ", -   , -   , $-   ,0, $-   
00291200,BREVARD COLLEGE,NC,28712,PRIVATE, 346 , 347 ," $1,425,549.00 ",349," $745,001.00 ", 2 , 2 ," $11,000.00 ",2," $5,500.00 ", 381 , 450 ," $1,321,108.00 ",451," $689,286.00 ", 2 , 2 ," $12,000.00 ",2," $6,000.00 ", 98 , 104 ," $1,053,297.00 ",108," $573,521.00 ", -   , -   , $-   ,0, $-   
00291300,CAMPBELL UNIVERSITY,NC,27506,PRIVATE, 8 , 8 ," $19,569.00 ",8," $15,903.00 ", 367 , 367 ," $3,079,901.00 ",368," $1,546,740.00 ", 6 , 6 ," $12,951.00 ",6," $12,951.00 ", 361 , 361 ," $4,273,016.00 ",362," $2,151,553.00 ", 2 , 2 ," $15,505.00 ",2," $15,505.00 ", 321 , 322 ," $8,770,530.00 ",323," $4,396,730.00 "
00291400,CATAWBA COLLEGE,NC,28144,PRIVATE, 237 , 241 ," $904,164.00 ",246," $468,543.00 ", 5 , 5 ," $21,375.00 ",5," $10,688.00 ", 223 , 241 ," $776,554.00 ",244," $396,537.00 ", 5 , 5 ," $11,760.00 ",6," $6,218.00 ", 95 , 95 ," $889,659.00 ",95," $451,099.00 ", -   , -   , $-   ,0, $-   
00291600,CHOWAN UNIVERSITY,NC,27855,PRIVATE, 778 , 781 ," $2,850,193.00 ",781," $1,549,270.00 ", -   , -   , $-   ,0, $-   , 774 ," 1,112 "," $2,663,317.00 ","1,112"," $1,453,174.00 ", -   , -   , $-   ,0, $-   , 217 , 273 ," $2,047,927.00 ",273," $1,128,241.00 ", -   , -   , $-   ,0, $-   
00291800,DAVIDSON COLLEGE,NC,28035,PRIVATE, 207 , 210 ," $610,079.00 ",214," $319,392.00 ", -   , -   , $-   ,0, $-   , 274 , 287 ," $1,200,781.00 ",287," $606,677.00 ", -   , -   , $-   ,0, $-   , 89 , 92 ," $1,937,782.00 ",92," $983,133.00 ", -   , -   , $-   ,0, $-   
00291900,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,27360,PUBLIC, 3 , 3 ," $9,907.00 ",3," $4,954.00 ", -   , -   , $-   ,0, $-   , 8 , 8 ," $22,281.00 ",8," $12,091.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00292000,DUKE UNIVERSITY,NC,27708,PRIVATE," 1,057 "," 1,129 "," $3,738,933.00 ","1,130"," $1,948,499.00 "," 2,728 "," 2,732 "," $21,795,896.00 ","2,774"," $10,802,517.00 ", 617 , 672 ," $2,795,798.00 ",675," $1,465,532.00 "," 2,397 "," 2,418 "," $29,121,163.00 ","2,469"," $14,413,789.00 ", 238 , 250 ," $5,571,099.00 ",254," $3,012,416.00 "," 1,638 "," 1,761 "," $41,082,645.00 ","1,779"," $20,509,832.00 "
00292300,EAST CAROLINA UNIVERSITY,NC,27858,PUBLIC," 8,712 "," 8,840 "," $34,133,101.00 ","8,840"," $18,123,234.00 "," 2,169 "," 2,207 "," $15,774,533.00 ","2,207"," $8,256,476.00 "," 9,565 "," 10,068 "," $36,749,059.00 ","10,068"," $19,313,739.00 "," 1,811 "," 1,878 "," $19,604,592.00 ","1,878"," $10,141,390.00 "," 1,267 "," 1,306 "," $13,395,889.00 ","1,306"," $6,959,457.00 ", 20 , 23 ," $167,803.00 ",23," $87,774.00 "
00292600,ELIZABETH CITY STATE UNIVERSITY,NC,27909,PUBLIC," 1,777 "," 1,798 "," $6,874,913.00 ","1,798"," $3,682,286.00 ", 49 , 50 ," $225,173.00 ",50," $132,642.00 "," 1,274 "," 1,325 "," $3,768,627.00 ","1,325"," $2,049,904.00 ", 46 , 46 ," $313,209.00 ",46," $175,730.00 ", 134 , 141 ," $1,100,668.00 ",141," $566,605.00 ", -   , -   , $-   ,0, $-   
00292700,ELON UNIVERSITY,NC,27244,PRIVATE," 1,239 "," 1,242 "," $5,252,341.00 ","1,242"," $2,746,791.00 ", 323 , 324 ," $2,623,785.00 ",324," $1,342,998.00 "," 1,387 "," 1,433 "," $4,883,990.00 ","1,433"," $2,530,179.00 ", 317 , 322 ," $3,680,246.00 ",322," $1,865,259.00 ", 515 , 539 ," $9,060,549.00 ",539," $4,856,082.00 ", 228 , 249 ," $5,038,834.00 ",249," $2,630,389.00 "
00292800,FAYETTEVILLE STATE UNIVERSITY,NC,28301,PUBLIC," 2,514 "," 2,586 "," $9,480,019.00 ","3,041"," $5,091,025.00 ", 211 , 216 ," $1,493,582.00 ",238," $773,871.00 "," 2,026 "," 2,146 "," $7,073,623.00 ","2,522"," $3,790,651.00 ", 224 , 225 ," $1,326,520.00 ",249," $686,956.00 ", 36 , 38 ," $185,662.00 ",46," $102,730.00 ", -   , -   , $-   ,0, $-   
00292900,GARDNER - WEBB UNIVERSITY,NC,28017,PRIVATE," 1,537 "," 1,540 "," $6,381,588.00 ","1,540"," $2,978,012.00 ", 507 , 507 ," $3,066,540.00 ",507," $1,213,132.00 "," 1,532 "," 1,658 "," $6,551,247.00 ","1,658"," $3,046,302.00 ", 517 , 518 ," $3,984,094.00 ",518," $1,506,730.00 ", 279 , 280 ," $3,138,750.00 ",280," $1,697,621.00 ", 1 , 1 ," $10,992.00 ",1," $5,496.00 "
00293000,GREENSBORO COLLEGE,NC,27401,PRIVATE, 260 , 260 ," $1,105,681.00 ",261," $575,899.00 ", 5 , 5 ," $34,473.00 ",5," $19,362.00 ", 284 , 287 ," $1,414,218.00 ",287," $730,569.00 ", 5 , 5 ," $25,937.00 ",5," $17,074.00 ", 125 , 128 ," $1,544,151.00 ",128," $779,667.00 ", -   , -   , $-   ,0, $-   
00293100,GUILFORD COLLEGE,NC,27410,PRIVATE," 1,428 "," 1,467 "," $5,861,930.00 ","1,467"," $3,154,493.00 ", 26 , 26 ," $117,300.00 ",26," $68,650.00 ", 938 ," 1,020 "," $4,000,735.00 ","1,020"," $2,256,804.00 ", 26 , 31 ," $118,295.00 ",31," $74,385.00 ", 114 , 120 ," $1,671,513.00 ",120," $871,223.00 ", -   , -   , $-   ,0, $-   
00293300,HIGH POINT UNIVERSITY,NC,27262,PRIVATE," 1,540 "," 1,542 "," $6,575,102.00 ","1,543"," $3,140,853.00 ", 128 , 129 ," $930,503.00 ",129," $483,117.00 "," 1,729 "," 1,755 "," $5,743,174.00 ","1,757"," $2,697,260.00 ", 80 , 86 ," $448,910.00 ",88," $227,807.00 ", 467 , 469 ," $10,050,063.00 ",470," $5,197,227.00 ", -   , -   , $-   ,0, $-   
00293500,LAUREL UNIVERSITY,NC,27265,PRIVATE, 46 , 46 ," $191,146.00 ",46," $97,700.00 ", 2 , 2 ," $12,750.00 ",2," $8,500.00 ", 48 , 48 ," $226,150.00 ",48," $112,554.00 ", 1 , 1 ," $6,000.00 ",1," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00293600,JOHNSON C SMITH UNIVERSITY,NC,28216,PRIVATE," 1,047 "," 1,047 "," $4,822,231.00 ","1,048"," $2,344,099.00 ", 2 , 2 ," $9,000.00 ",2," $3,625.00 "," 1,047 "," 1,047 "," $4,536,306.00 ","1,049"," $2,204,509.00 ", 2 , 2 ," $9,000.00 ",2," $4,000.00 ", 332 , 333 ," $4,535,622.00 ",333," $2,206,631.00 ", -   , -   , $-   ,0, $-   
00293700,KING'S COLLEGE,NC,28204,PROPRIETARY, 365 , 365 ," $1,258,917.00 ",370," $620,255.00 ", -   , -   , $-   ,0, $-   , 348 , 349 ," $1,313,681.00 ",353," $664,102.00 ", -   , -   , $-   ,0, $-   , 184 , 186 ," $1,511,481.00 ",187," $800,235.00 ", -   , -   , $-   ,0, $-   
00293900,LEES-MCRAE COLLEGE,NC,28604,PRIVATE, 508 , 508 ," $2,190,982.00 ",508," $1,121,085.00 ", -   , -   , $-   ,0, $-   , 485 , 488 ," $1,991,215.00 ",488," $1,006,763.00 ", -   , -   , $-   ,0, $-   , 114 , 114 ," $874,626.00 ",114," $459,667.00 ", -   , -   , $-   ,0, $-   
00294100,LENOIR-RHYNE UNIVERSITY,NC,28601,PRIVATE, 596 , 596 ," $2,466,231.00 ",596," $1,323,802.00 ", 55 , 55 ," $402,167.00 ",55," $215,621.00 ", 668 , 699 ," $2,259,810.00 ",699," $1,206,294.00 ", 57 , 57 ," $584,410.00 ",57," $312,414.00 ", 177 , 179 ," $1,643,858.00 ",179," $864,645.00 ", 2 , 2 ," $18,000.00 ",2," $9,000.00 "
00294200,LIVINGSTONE COLLEGE,NC,28144,PRIVATE, 688 , 689 ," $2,518,801.00 ",690," $1,339,994.00 ", 8 , 8 ," $29,250.00 ",8," $15,500.00 ", 676 , 689 ," $2,658,920.00 ",691," $1,384,391.00 ", 8 , 8 ," $48,450.00 ",8," $24,225.00 ", 208 , 214 ," $1,850,855.00 ",215," $932,388.00 ", -   , -   , $-   ,0, $-   
00294300,LOUISBURG COLLEGE,NC,27549,PRIVATE, 579 , 580 ," $2,047,662.00 ",591," $1,032,278.00 ", 1 , 1 ," $1,876.00 ",1," $1,750.00 ", 578 , 602 ," $2,137,047.00 ",620," $1,072,381.00 ", -   , -   , $-   ,0, $-   , 261 , 288 ," $1,821,352.00 ",304," $978,506.00 ", -   , -   , $-   ,0, $-   
00294400,MARS HILL COLLEGE,NC,28754,PRIVATE, 492 , 493 ," $2,009,210.00 ",494," $1,051,318.00 ", -   , -   , $-   ,0, $-   , 505 , 511 ," $1,909,378.00 ",511," $1,005,496.00 ", -   , -   , $-   ,0, $-   , 114 , 115 ," $1,074,331.00 ",116," $578,282.00 ", -   , -   , $-   ,0, $-   
